danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,duration,track_uri,clusterId
0.488,0.912,0,-3.731,0.045,0.00473,0.0,0.293,0.667,126.06,FOREVER,276360,spotify:track:3A29FbPw6xYGQBMhJJQjAi,4
0.635,0.667,6,-5.392,0.0253,0.207,0.0,0.108,0.261,96.003,打上花火,289335,spotify:track:7pcTLUekZJQnzDOUDuExVJ,2
0.625,0.729,0,-5.329,0.0797,0.037,0.0,0.0849,0.63,127.968,Phone Call,217720,spotify:track:5zRoJlHfzN7R6V5QeLdXz4,2
0.676,0.937,9,-3.545,0.083,0.17,6.35e-06,0.341,0.739,150.974,ばかじゃないのに,256440,spotify:track:2UkcZV07LP39NQg9tGBvnh,4
0.65,0.827,1,-3.321,0.0369,0.00212,0.0,0.107,0.62,107.016,THE ANSWER,226053,spotify:track:2TQRsVtJBQnD0y6rPRCIA1,2
0.472,0.898,11,-6.427,0.104,0.00388,6.23e-06,0.0764,0.383,145.072,降伏論,241453,spotify:track:31Plz4DOklCxq2Cr2Mm2hC,0
0.218,0.0461,7,-18.078,0.0382,0.962,0.0036,0.125,0.0942,172.212,Many Stories,141000,spotify:track:6HoAoNkxpkqRd0uClplvZz,1
0.659,0.645,4,-5.682,0.0688,0.717,0.0,0.139,0.461,95.983,Kiss Me,240800,spotify:track:2QcjNoNPdkYy0RqPFoRKrk,2
0.397,0.937,0,-3.285,0.121,0.0106,0.0,0.15,0.474,169.975,DREAMIN' ON,235275,spotify:track:0tR0irjItyolEmKVLqyRc4,0
0.289,0.744,2,-4.926,0.044,0.0425,0.000102,0.123,0.206,129.768,光るとき,351932,spotify:track:1MKAHjp9mxM80u8K3rROKf,2
0.661,0.446,4,-6.808,0.046,0.696,0.0,0.0761,0.46,89.961,花に亡霊,240120,spotify:track:53maoOKr6j04iqk6qjdvQN,2
0.536,0.403,9,-6.38,0.0335,0.362,0.0,0.292,0.246,141.551,Is There Still Anything That Love Can Do?,414467,spotify:track:56pvqFKGXPjubh5eY6sOlv,4
0.264,0.889,8,-3.494,0.0589,9.8e-06,0.0396,0.0857,0.492,118.977,アイデンティティ,269813,spotify:track:4cXlM7IelyGNnaOiROPZqn,2
0.443,0.596,4,-5.93,0.0298,0.364,0.0356,0.126,0.192,167.957,You're my perfect mirror,305714,spotify:track:19292wQKsyLO6SrT1IGlWi,2
0.543,0.577,10,-5.555,0.026,0.0729,0.0,0.236,0.486,85.984,導,291519,spotify:track:39WmzOaep733aQIuD2RdXb,2
0.541,0.846,6,-2.729,0.0551,0.0122,0.000149,0.163,0.524,129.138,カワキヲアメク,251933,spotify:track:1gUAX2ImxDsB3YDcyxMXlB,2
0.388,0.791,9,-2.25,0.0358,0.00077,2.41e-05,0.116,0.775,163.943,足跡,227973,spotify:track:4k5g6HNKtrWbYDllw2Dyp0,2
0.606,0.419,3,-7.172,0.0266,0.762,0.0,0.129,0.318,139.967,名もない花,266747,spotify:track:10sCOZbhdi3YmqOlb1B6Yd,2
0.313,0.8,11,-4.856,0.0794,0.0234,0.0,0.118,0.449,142.397,SAKURA BURST,263427,spotify:track:7Bqj9jdgaxttbxVecvlZG3,2
0.747,0.806,8,-6.751,0.0518,0.0576,0.0,0.0789,0.74,109.985,サイカ,255132,spotify:track:5KeBlrUAZVEh4A0TeUUfKl,2
0.616,0.584,8,-8.749,0.031,0.0771,0.194,0.119,0.288,155.977,マヨイガ,318120,spotify:track:1yTU2sA9ePjcgxuXudnjwI,2
0.611,0.657,4,-6.343,0.0338,0.113,0.00192,0.129,0.398,143.931,穴空きの空,246453,spotify:track:6jc77ebub9mX2uqELoF5Hh,2
0.698,0.666,0,-4.089,0.03,0.0596,8.67e-05,0.11,0.678,96.003,二千五百万分の一,286000,spotify:track:4DbIulyjvPtJm3PIWafYqI,2
0.612,0.531,6,-9.301,0.0229,0.292,0.476,0.113,0.557,83.989,Let There Be Light Again,227000,spotify:track:1LmvLYFhQoAN4rp0rKghrc,2
0.636,0.969,5,-3.177,0.0922,0.0402,0.000455,0.135,0.645,108.025,Be Down,244060,spotify:track:46rQoQSSkFRYxYkd2p71Er,2
0.604,0.733,2,-5.788,0.0348,0.105,0.0,0.25,0.399,124.885,New Page,270904,spotify:track:2gApWgkuisXedOcS9Tligs,4
0.393,0.938,2,-5.212,0.0843,0.067,0.0,0.223,0.529,174.91,LEVEL,253613,spotify:track:5KAGowqL2Rfmocrgh9cKjF,4
0.285,0.91,4,-4.044,0.194,0.00127,0.0,0.481,0.535,127.196,Icy Ivy,198267,spotify:track:2Cj2leKCQKM5WtaETbD21r,0
0.621,0.607,8,-8.376,0.033,0.0859,0.134,0.116,0.259,155.95,マヨイガ,319363,spotify:track:0aAYM2ApVTzuNOgI0sZPmE,2
0.596,0.903,7,-2.257,0.0422,0.00483,2.51e-06,0.107,0.661,144.068,冒険のVLOG,262693,spotify:track:6KtkYlgZoBno6Ai894zfSD,2
0.499,0.912,6,-2.936,0.043,0.0137,6.66e-06,0.253,0.584,152.082,ブルーバード - from CrosSing,218227,spotify:track:3RyEG3799H7k2e5METVPAK,4
0.552,0.678,3,-4.304,0.0277,0.0186,4.18e-06,0.11,0.612,78.324,約束,296364,spotify:track:3wE3rGZpYYvOPPE6r0Dtp8,2
0.572,0.803,7,-5.292,0.0361,0.412,0.0,0.274,0.5,130.01,おんなじキモチ。,254027,spotify:track:0qZwT6DB43GEOgJErhyosc,4
0.226,0.599,0,-6.847,0.0365,0.326,8.81e-06,0.114,0.0653,95.328,We'll Be Alright (Movie Edit),258373,spotify:track:4toGhOrpjQfweDT9flB5iq,2
0.352,0.868,8,-4.367,0.0514,0.0252,0.00119,0.19,0.518,94.23,ここで生きてる,202662,spotify:track:2vIWfDgMhBpQX6KyEIFMhk,2
0.476,0.985,0,-4.554,0.187,0.00129,0.0,0.14,0.335,97.513,Eden through the rough,247467,spotify:track:7tMhgKLvoaXsb4OFy3nUTy,0
0.822,0.646,1,-7.801,0.142,0.116,4.72e-06,0.0696,0.65,79.996,Good Time - feat. SKY-HI,168822,spotify:track:6M116cTbFxwbv7tJcMiv5G,0
0.679,0.888,3,-6.179,0.0346,0.0413,0.0,0.34,0.711,109.972,ベロニカ,277667,spotify:track:2KuaFHc05fBO4YMqB0neMJ,4
0.499,0.89,7,-8.256,0.0508,0.00145,1.38e-05,0.345,0.609,175.011,Like Flames,250757,spotify:track:7lDQmAjCPGHMBEP4PrzvTn,4
0.53,0.915,9,-3.669,0.0751,0.00422,0.0,0.168,0.368,132.096,アトック,251405,spotify:track:0vWlopeKCm1atNKaTv1Bhg,2
0.507,0.914,11,-2.609,0.0846,0.0245,0.000701,0.371,0.779,138.036,BLIZZARD,226132,spotify:track:1ttNpiMd8WDfXAjITCfDZD,4
0.418,0.87,1,-6.47,0.0488,0.00563,5.11e-05,0.263,0.411,176.005,Crossing Road,310253,spotify:track:1YeBw3L2tN8alXnpDqDm6r,4
0.638,0.712,5,-5.889,0.0311,0.414,0.0,0.294,0.596,113.952,You & Me,203257,spotify:track:6j04uewYlGesO1udV72rv8,4
0.715,0.41,8,-15.558,0.136,0.756,0.00123,0.0744,0.371,144.983,残酷な天使のテーゼ MATSURI SPIRIT,273659,spotify:track:5fvI80jciBXxMj4JklKnbm,0
0.499,0.89,7,-8.256,0.0508,0.00145,1.38e-05,0.345,0.609,175.011,Like Flames,250757,spotify:track:4reAFBOJ56ZdM1g0oub5C8,4
0.402,0.948,7,-3.644,0.115,0.00533,4.77e-05,0.373,0.404,169.827,HELLO HORIZON,310364,spotify:track:1BqTpWakURvMLPKVn3XIRp,0
0.507,0.441,0,-9.441,0.0269,0.727,0.00101,0.126,0.398,155.038,虹とカイト,337899,spotify:track:6wKvOYzi6WBbF4WXC9J7Ey,2
0.573,0.769,2,-7.784,0.0736,0.0316,0.0,0.187,0.556,111.98,STORYSEEKER,232800,spotify:track:4eBgSyDDQqKHyxCvkqghs7,2
0.577,0.61,1,-7.125,0.0371,0.0238,0.0,0.0773,0.762,79.996,Gravity,308454,spotify:track:15WLZS3pvNj1grj8FsI1tv,2
0.609,0.749,6,-3.373,0.0461,0.376,0.0,0.0628,0.533,99.951,外道讃歌,269031,spotify:track:5iPg9OCOa6Jv7Y9HLrtmxC,2
0.584,0.896,7,-3.428,0.0335,0.0598,2.78e-06,0.328,0.742,110.015,いちごサンセット,232627,spotify:track:5pNaPdDwd4qO5w4WdiQMdo,4
0.503,0.569,5,-5.621,0.0262,0.105,5.78e-06,0.117,0.251,148.077,dust,251163,spotify:track:4dzl4oqOEsKWRdzaDRY2Uz,2
0.472,0.944,0,-1.012,0.0733,0.107,0.0,0.33,0.637,137.148,PHOENIX,246787,spotify:track:1BKZVtjSkZvZpVvtaiulw1,4
0.573,0.985,2,-1.434,0.0425,0.000563,0.181,0.374,0.315,115.039,ひかりのディスコ,324185,spotify:track:02lbewNkGqHLr06Irt4wvW,4
0.242,0.904,10,-3.604,0.0737,0.00401,0.0,0.26,0.52,84.642,Papersky,256720,spotify:track:27Aet7xWrKxC6Yvw6S6Si3,4
0.562,0.59,5,-6.045,0.0353,0.22,0.0,0.113,0.569,168.034,あなたがいる,255187,spotify:track:0zrqEdXxtNbM9ksb3WJjsv,2
0.203,0.3,10,-11.434,0.0399,0.955,0.197,0.104,0.16,111.813,イザベラの唄,151360,spotify:track:4MdAirX0TGmJyNjAjcEHwu,1
0.536,0.105,2,-23.286,0.0435,0.994,0.879,0.0947,0.629,179.956,あの子は大丈夫,121347,spotify:track:0OfOLctVeDUDXZusTZYslg,3
0.447,0.255,2,-12.994,0.062,0.967,0.892,0.106,0.11,101.792,"The Name of Life - From ""Spirited Away"" (""Le Voyage de Chihiro"")",211027,spotify:track:6RwUwrAGr9uMIcEdaKJIUX,3
0.128,0.21,5,-15.219,0.0394,0.815,0.947,0.286,0.0474,63.447,Faces in the Rain,142837,spotify:track:47glEWHDcFq99QJIG41uyF,1
0.701,0.145,3,-17.597,0.0467,0.981,0.901,0.115,0.187,134.967,"Dream Lantern (from ""Your Name"") - Piano Version",144213,spotify:track:7jyTA0SnsCBKDLslEM9bJu,3
0.112,0.135,9,-16.884,0.0388,0.953,0.857,0.0761,0.0741,176.097,ずっと見てた,121573,spotify:track:43pyNdu9Ps3fANdErq6nqX,1
0.689,0.43,0,-18.861,0.0747,0.979,0.915,0.218,0.0383,77.98,berceuse: piano,132187,spotify:track:47cOeP7jw9WLLFlTtoiPlb,3
0.28,0.183,4,-14.359,0.0361,0.743,0.525,0.173,0.0395,119.685,哀と悲,179520,spotify:track:6faRsCMylJKKQqESbwJTA9,1
0.813,0.028,7,-22.96,0.072,0.994,0.963,0.0851,0.316,65.998,午後の眠り,144853,spotify:track:2XnI5n569R4tAb9QvI0wkF,3
0.412,0.143,2,-14.302,0.0332,0.793,0.936,0.116,0.0955,85.202,Rody's Heart,130438,spotify:track:2RsFq9HSoesTiuEVArS1sN,1
0.325,0.0583,4,-25.045,0.044,0.986,0.901,0.0968,0.0389,65.514,BPF1,180280,spotify:track:6fFZYxGeVX7fvjv36yaKFN,1
0.478,0.147,5,-18.302,0.0639,0.991,0.92,0.097,0.243,119.306,"Itusmo nando demo (from ""Spirited Away"") - Piano Version",171027,spotify:track:6eCmMzyIhImfTliGEapaz7,3
0.182,0.143,9,-21.135,0.0384,0.97,0.953,0.0783,0.0803,72.859,家族,136853,spotify:track:0WDI60wWIN2lY8eARtE1J7,1
0.465,0.169,9,-16.038,0.0354,0.967,0.0415,0.158,0.0887,119.997,ヒリングの努力,136720,spotify:track:6NpbAEXLTlIQIVPFDgpsr8,1
0.698,0.136,5,-18.434,0.0585,0.968,0.861,0.0827,0.395,130.181,Scaena felix,110600,spotify:track:6CVutH3LMC6jcPPIAJCbg2,3
0.651,0.0591,7,-19.419,0.14,0.994,0.947,0.135,0.311,123.253,tender moment,77587,spotify:track:3pcqSlIenB67a0kxcznaPI,3
0.487,0.778,4,-8.988,0.0679,0.162,0.855,0.113,0.0767,139.987,Jack's Waltz,67848,spotify:track:4qQ8iccfFFLmPhnZLf3JNH,2
0.573,0.0855,10,-19.202,0.0554,0.977,0.891,0.104,0.103,122.028,冒険の終わりに…,106133,spotify:track:2arEAV93ZMQd8EWhm6qY63,3
0.33,0.0617,6,-24.355,0.0374,0.976,0.743,0.0875,0.0383,80.216,Lonely Night,151853,spotify:track:2OmT8YHwCwIVV1YfmaB7o5,1
0.529,0.165,4,-16.586,0.0911,0.945,0.935,0.109,0.192,124.423,what if?: guitar,192307,spotify:track:11A9fU6Ol4mhsALOiNeivJ,3
0.184,0.331,0,-11.394,0.0306,0.851,0.878,0.0977,0.0941,90.296,A Heart That Is Inherited,156453,spotify:track:4lmRQW9hnra176dFfbfeXS,1
0.562,0.016,2,-24.546,0.0395,0.99,0.902,0.102,0.342,99.708,トラウマ,120120,spotify:track:4ZbQPoKBpm0vd3aUr3pjCa,3
0.325,0.101,0,-21.4,0.0381,0.946,0.898,0.059,0.0703,141.094,Spirited Away: I. One Summer's Day,292093,spotify:track:07iDjdRywA3D1nLDh2FO6Z,1
0.337,0.0152,5,-24.264,0.0485,0.858,0.0122,0.126,0.229,111.74,絆,72480,spotify:track:0U0MVb521EHCsJF5z4pyt2,1
0.509,0.0902,5,-18.693,0.0546,0.987,0.919,0.075,0.0387,135.717,Boule de cristal - Piano,176520,spotify:track:6h0ErKZbeqLgyFMfUGZSkN,3
0.441,0.00742,2,-31.918,0.0393,0.993,0.952,0.103,0.142,68.066,Memories of a Sound,89573,spotify:track:4EY8U0w9xW44Ffz5lFh10K,1
0.433,0.0368,2,-21.38,0.0517,0.988,0.91,0.14,0.0972,133.891,"Kamado Tanjiro no Uta (from ""Demon Slayer"") - Piano Version",215013,spotify:track:6KQ0PN9AMVsHB5WJ9ALufO,3
0.292,0.0566,4,-21.355,0.0355,0.994,0.871,0.101,0.0386,35.66,Recharge,36418,spotify:track:3Vo3ncjxuGaLrOZctITUlf,1
0.201,0.2,9,-18.663,0.0349,0.855,0.879,0.0826,0.0389,82.105,Luke's Lament,173651,spotify:track:08Py3Dzt1yhyCBI7bCOATm,1
0.61,0.171,7,-17.993,0.0786,0.986,0.909,0.106,0.18,130.232,Hora Auxo,148013,spotify:track:74jkq7D6I8gH5Wc31B7Lqf,3
0.111,0.151,2,-17.086,0.0376,0.956,0.969,0.0691,0.0368,174.982,End Requiem,217173,spotify:track:2NfyOPj6eBc3kFX6L2gDwG,1
0.593,0.064,9,-22.008,0.0519,0.993,0.933,0.091,0.233,140.117,"Is There Still Anything That Love Can Do? (from ""Weathering with You"") - Piano Version",148213,spotify:track:3ofkG7Bxa5YRks5ULfYPRC,3
0.399,0.262,5,-11.716,0.0308,0.97,0.72,0.0984,0.113,113.918,己の選択,182987,spotify:track:2gzHzsT8vbGMC1ejrirI2D,1
0.407,0.0802,0,-22.262,0.129,0.986,0.739,0.149,0.297,170.041,Repeat Days,61200,spotify:track:2vWb3Up1OjJiIn7joAfkQn,3
0.0644,0.429,7,-9.672,0.0351,0.461,0.921,0.331,0.0762,72.024,GREAT SPIRITS,125627,spotify:track:4Yrb5hnuEhs9gITdSnrN2J,1
0.302,0.223,9,-11.947,0.0323,0.97,0.784,0.0784,0.134,74.602,哀と愁,175093,spotify:track:6CfBzLvptTgv21y3OjB5GC,1
0.657,0.0443,4,-20.762,0.0875,0.982,0.933,0.0947,0.207,77.461,"Might*U (from ""My Hero Academia: Heroes Rising"") - Piano Version",147813,spotify:track:37BF72QZ9s6jHQkCnlWLhh,3
0.552,0.0461,2,-21.556,0.0451,0.957,0.697,0.164,0.179,105.652,ムジカ、ソンジュとエマ達との友情,201960,spotify:track:2hBVr6YHlWXg2xKCbrrIuf,3
0.254,0.0745,2,-23.124,0.0349,0.971,0.964,0.105,0.036,126.328,Tomo no Tasuke,116800,spotify:track:1nHfZrpnVVenmEki9HvhCP,1
0.273,0.333,6,-14.541,0.035,0.251,0.935,0.0667,0.0853,112.661,"Penrose Steps, A.I. Bloom - From ""Eden"" Soundtrack",287350,spotify:track:0x5s5VhaxIhuNg7guk46At,1
0.693,0.0504,5,-18.786,0.103,0.97,0.964,0.0926,0.337,149.803,追憶,111013,spotify:track:5NJHtp42RpUg2QlVi46M2Y,3
0.123,0.387,4,-12.029,0.035,0.331,0.853,0.153,0.0674,60.772,天命,186133,spotify:track:2i9uYsTalkT8ND73KbfDpU,1
0.459,0.248,7,-13.677,0.0346,0.585,0.921,0.101,0.222,114.92,Ⅱ quiet romance,146627,spotify:track:5QspiGbL0BiWfBdm3iSJal,3
0.0985,0.29,4,-11.63,0.0374,0.631,0.148,0.222,0.0393,73.417,Separation,128747,spotify:track:1b0QO5koiLFRs36yf4ipKO,1
0.306,0.017,10,-28.818,0.039,0.986,0.138,0.0956,0.157,110.984,Weave Your World,131093,spotify:track:5yMTN93PS4O2oyOcgsoBR0,1
0.444,0.337,10,-12.332,0.03,0.986,0.916,0.121,0.346,155.935,Interlude Mirrors,103009,spotify:track:1xVb0LIVr9JTHefscrXWGJ,3
0.482,0.0327,4,-19.835,0.096,0.994,0.942,0.0718,0.198,142.544,"Sadness and Sorrow (from ""Naruto"") - Piano Version",170627,spotify:track:4rVkFPXdU6uMRhh55Q7UoX,3
0.633,0.234,10,-19.508,0.0849,0.978,0.846,0.114,0.156,117.624,pensees intimes: piano,124787,spotify:track:7dcVFoOg7z2uPwgFadMmvn,3
0.485,0.0985,4,-23.274,0.0679,0.991,0.937,0.0744,0.354,78.537,Yoh's spirit,158147,spotify:track:6PWtj028YCYQePzHwXmadY,3
0.543,0.111,10,-19.37,0.0352,0.712,0.973,0.119,0.0471,133.236,AOE組曲 第四楽章: AI,177720,spotify:track:6STCKWUXbEiaDouCFW0Qqi,3
0.295,0.0886,9,-17.239,0.0393,0.942,0.571,0.0937,0.0697,119.495,ノスタルジア,121760,spotify:track:3jYJFJ5Nv2wmT24QFOGicc,1
0.276,0.108,4,-19.436,0.0348,0.97,0.899,0.086,0.0965,79.994,ともに憩いを,178773,spotify:track:00ZPtOmZUu1YPdJ3I1CsUO,1
0.287,0.0196,2,-21.648,0.0463,0.973,0.21,0.121,0.27,84.211,Illyana's Theme,194469,spotify:track:08maeoY4mGYb6PMYeMyo7d,1
0.254,0.172,11,-16.547,0.05,0.924,0.986,0.225,0.166,117.416,Fleeting Days,40780,spotify:track:5yLtoWn87kZrsoTk4rMcg3,1
0.448,0.0743,5,-22.274,0.112,0.992,0.818,0.0921,0.204,76.798,Reminiscence,122600,spotify:track:76cUb9qc2hTwV5MV5xpvnK,3
0.468,0.36,8,-14.454,0.0493,0.332,0.844,0.104,0.0362,113.983,Beautiful World - Da Capo Version [Instrumental],357560,spotify:track:2gqo0SRrejrcuhyNBLYnSk,1
0.785,0.0747,0,-21.056,0.0598,0.967,0.901,0.0932,0.576,100.05,Memories,69813,spotify:track:1kGVYBKdNDjc0HF0ClFbmx,3
0.365,0.0425,8,-21.996,0.0363,0.99,0.726,0.062,0.232,76.108,きっと誰かの役に立てる,138733,spotify:track:1rNpBgWdHmK3RmBIXOfdIj,1
0.363,0.109,9,-16.211,0.0325,0.879,0.864,0.107,0.0634,140.125,葛藤,126573,spotify:track:1sRCeFxzpyts4rCxN98THm,1
0.157,0.329,3,-11.954,0.0337,0.65,0.352,0.163,0.158,89.224,Empathic Heart,170480,spotify:track:29g9byfanB1tBsR0rmalPH,1
0.63,0.0658,11,-18.857,0.0604,0.993,0.926,0.107,0.119,79.841,"Accross the Violet Sky (from ""Violet Evergarden"") - Piano Version",147213,spotify:track:7a43z9oeE2cx7Hw744RDM6,3
0.648,0.0405,5,-29.557,0.0642,0.996,0.964,0.0742,0.149,64.001,Rhythm of the Breeze,138200,spotify:track:3rvmgpyXAByfnMk0tgrhdi,3
0.324,0.112,3,-25.77,0.0429,0.994,0.927,0.157,0.263,103.329,Free The Wind,173480,spotify:track:0r3cg5Co9bAsNgLqcKVMlr,1
0.159,0.379,11,-13.062,0.0361,0.786,0.826,0.129,0.0378,82.031,Tao Family Philosophy,158440,spotify:track:64GMfRpLH5VP1PBILWv3mh,1
0.459,0.0132,2,-23.285,0.0504,0.992,0.941,0.0962,0.321,104.205,"Sekibetsu (from ""JoJo's Bizarre Adventure: Phantom Blood"") - Piano Version",113013,spotify:track:1cx7pBxhDiEb0ykORUsTg9,3
0.432,0.306,6,-16.686,0.0333,0.949,0.857,0.0903,0.366,140.079,Grudge Against the Past,133120,spotify:track:6g5WTpIQbMRS0LYDx4Dtnm,3
0.255,0.00181,2,-28.885,0.047,0.991,0.849,0.124,0.0927,168.153,Rin's Melody,63947,spotify:track:1A1Nua1UdL7N5VZczjozgB,1
0.332,0.139,0,-20.806,0.0687,0.994,0.851,0.114,0.049,179.538,"One Summer's Day (From ""Spirited Away"")",186307,spotify:track:0w16SUTFaAeOaHyV6FU6y7,3
0.421,0.0431,7,-20.306,0.058,0.979,0.91,0.078,0.0443,139.531,AdラLib,203573,spotify:track:55tel8p1iJIG0149tTqGk9,3
0.297,0.0247,9,-23.956,0.0392,0.986,0.928,0.072,0.0989,81.893,ヒーローの影,114800,spotify:track:7KKbK2GCMzIuwwS1Y90fDM,1
0.532,0.0501,7,-24.485,0.0758,0.995,0.941,0.129,0.509,80.637,Desiderium,102467,spotify:track:2nOcNupR8YMJFAB1ew1a7L,3
0.439,0.129,2,-15.99,0.0328,0.674,0.96,0.114,0.14,111.654,五月雨,207720,spotify:track:3aNugT13qqQoUKwfJKmcrk,1
0.427,0.0143,0,-23.296,0.0768,0.991,0.86,0.0625,0.167,194.092,"Watashi no Uso (from ""Your Lie in April"") - Piano Version",174213,spotify:track:0CZLWYZr8nkPAphOw3Oynk,3
0.519,0.0842,2,-19.655,0.0806,0.978,0.916,0.0805,0.291,128.742,f <pfs>,229987,spotify:track:7L8KV3FlPJx9tnsS33uMen,3
0.443,0.0918,7,-15.397,0.0397,0.981,0.971,0.0919,0.235,119.772,Mirajane's Theme,110107,spotify:track:4ejoezuhbSpl053g9zJ8HL,3
0.276,0.174,5,-14.907,0.0478,0.861,0.17,0.141,0.0742,111.083,Ⅲ epilogue,121947,spotify:track:2b4iGWpqtv1HNsa0enc5Er,1
0.586,0.105,7,-19.103,0.0458,0.99,0.936,0.112,0.372,80.072,"Main Theme (from ""Fairy Tail"") - Piano Version",128813,spotify:track:1g8OULlWBHQHhdun9qKiJq,3
0.18,0.296,10,-13.471,0.0346,0.00529,0.8,0.0878,0.0452,133.496,aズ-17歩,163373,spotify:track:7fJu0gH275bqwEtoAoBvuF,1
0.527,0.204,7,-9.544,0.0294,0.509,0.641,0.137,0.16,75.04,ヒナタvsネジ,193493,spotify:track:1MBp0qsk4UTtdxc6DmmlFX,1
0.196,0.00724,4,-25.699,0.0457,0.989,0.888,0.0644,0.17,74.606,行き止まり,71467,spotify:track:3oUX2Sm0znX6OyyXMb0AbY,1
0.255,0.196,6,-19.0,0.0402,0.972,0.698,0.11,0.168,119.494,Return to Base,121368,spotify:track:21LBXdtelcnRpimCBa5WJV,1
0.176,0.514,8,-12.05,0.0308,0.816,0.637,0.117,0.154,80.018,Yuri on ICE,220999,spotify:track:4u4t9R8Iky417ZasENaKXX,1
0.0918,0.268,5,-12.501,0.0348,0.955,0.823,0.22,0.0397,87.074,tema principale: orchestra dedicata ai maestri,298613,spotify:track:2BDGENnWVU3kAvXkEzMvcr,1
0.543,0.0707,7,-18.989,0.0761,0.99,0.923,0.17,0.527,105.103,Kenji,61947,spotify:track:1c1q2Zk6qzcnANS9MMYYv4,3
0.443,0.234,2,-12.069,0.0377,0.95,0.825,0.0965,0.127,119.786,ボッジとカゲの友情,147747,spotify:track:1wMPHL0wMoFzGxsqVimW2p,3
0.449,0.0425,0,-23.086,0.0687,0.991,0.961,0.114,0.135,128.378,"Date (from ""Your Name"") - Piano Version",190413,spotify:track:1Xzud4cwfQcWNheDmMOmRg,3
0.191,0.0606,7,-27.896,0.0368,0.888,0.67,0.684,0.135,146.713,神聖円卓領域:キャメロット orchestra ver.(Live),240187,spotify:track:58biqZXhwdIhaMmOpzHB0o,1
0.525,0.0912,2,-21.227,0.069,0.95,0.875,0.12,0.0741,79.961,砂の星,203107,spotify:track:7gz7GnLjMSKImEJBFPj8Ie,3
0.367,0.2,5,-13.978,0.0343,0.886,0.901,0.111,0.125,130.11,BLUE,237640,spotify:track:7F1qu0e6hEdQGvUPB3zxeD,1
0.478,0.102,3,-19.097,0.0631,0.982,0.839,0.0913,0.415,164.956,The Promised Neverland (Pf solo Version),169827,spotify:track:3gZZfPtY4ekef9SZn6rdda,3
0.633,0.404,4,-13.668,0.0462,0.896,0.951,0.26,0.462,100.156,Postmeridie,100440,spotify:track:2ye6s1u1Xmpam9rpyfIgTa,3
0.486,0.0711,9,-9.749,0.0306,0.398,0.0,0.0785,0.18,79.9,ひとり,102973,spotify:track:0gF8bDtPONdYsx7sI6TgUY,2
0.467,0.0653,5,-19.477,0.0476,0.99,0.899,0.112,0.219,96.002,"The Path of the Wind (from ""My Neighbor Totoro"") - Piano Version",166613,spotify:track:1qGGKwl2Jd7kKeInS7DigT,3
0.19,0.0773,11,-21.749,0.0371,0.853,0.171,0.166,0.0383,86.825,"Be a Flower, Be Nothing (feat. Tina Guo)",113387,spotify:track:0xDO9CCjMWGGKY5HeiwYQn,1
0.184,0.336,5,-10.325,0.0322,0.759,0.899,0.0676,0.0622,110.319,Theme of Blood Blockade Battlefront,221280,spotify:track:6amM9O98aM9NJyE3nN0Qbu,1
0.601,0.0982,11,-16.236,0.081,0.966,0.904,0.091,0.0762,68.433,pF-AdLibⅣ,124973,spotify:track:2zMoJnmgdYwPC3iYUSPIbu,3
0.435,0.102,2,-21.149,0.0507,0.989,0.931,0.096,0.133,93.915,Rainy Steps,199680,spotify:track:6MD5Tz0SBZkqfI8m6Tg09G,3
0.595,0.062,4,-19.126,0.0731,0.988,0.945,0.115,0.251,114.417,"Main Theme (from ""Grave of the Fireflies"") - Piano Version",120400,spotify:track:3AfMa7WKiHccMRqFs5cnrQ,3
0.201,0.211,9,-18.589,0.0395,0.913,0.955,0.106,0.0448,80.696,Rei II,176600,spotify:track:60AjiXk85ac0dnSEYsYbqI,1
0.271,0.273,4,-17.884,0.0339,0.903,0.347,0.124,0.187,139.948,Puella in somnio,117733,spotify:track:15qBxGjAD4kWONlicpYpuR,1
0.249,0.256,9,-15.724,0.0376,0.664,0.917,0.0933,0.0384,61.487,A Proud Father,119324,spotify:track:0CZgj823OB4EtqLZppMRTV,1
0.305,0.281,2,-11.949,0.043,0.789,0.964,0.0983,0.065,160.029,mommy,133907,spotify:track:2wH1onwRqSXVEWedraKhK5,1
0.552,0.248,0,-14.628,0.038,0.574,0.956,0.075,0.0402,127.943,Her Blue Sky,196547,spotify:track:0LfuSi7PeP9702yKy2svrb,3
0.375,0.0258,1,-23.258,0.0602,0.993,0.943,0.101,0.169,171.577,"Ashitaka and San (from ""Princess Mononoke"") - Piano Version",152213,spotify:track:32vqrWQnS2fDk1JQXo7r2y,3
0.396,0.00627,9,-23.327,0.0633,0.991,0.883,0.0808,0.34,133.426,Letter,210187,spotify:track:3lurE2YSyTPtPcJy71giov,3
0.277,0.0737,10,-23.442,0.0437,0.95,0.431,0.279,0.0979,134.94,流れ星,97480,spotify:track:0W7i2mlLUM3SdVa8urLt8e,1
0.097,0.185,0,-12.234,0.0353,0.944,0.85,0.114,0.112,178.802,聞き慣れたメロディー (orchestra ver.),288267,spotify:track:1i8hoskrY3T0NrDfYV24Oc,1
0.59,0.0554,2,-15.094,0.0399,0.978,0.885,0.168,0.408,143.834,ナルトとヒカル~認め合う二人~,80827,spotify:track:1LGsQpzIkNSV9qo6E1QCJF,3
